1123666;Markaz-e Ḩukūmat-e Sulţān-e Bakwāh;AF;06
1123906;Spīn Bōldak;AF;23
1123935;Spērah;AF;37
1123963;Sōzmah Qal‘ah;AF;33
1124621;Siyāhgird;AF;40
1124973;S̲h̲ēwah;AF;18
1125155;Shīnḏanḏ;AF;11
1125267;Shaykh Amīr Kêlay;AF;37
1125362;Qāshqāl;AF;40
1125444;Shibirghān;AF;31
1125497;Shwāk;AF;36
1125866;Shahr-e Şafā;AF;28
1125890;Shahrān;AF;01
1125896;Shahrak;AF;09
1125962;‘Alāqahdārī Shāh Jōy;AF;28
1126216;Wulêswālī Sayyid Karam;AF;36
1126263;Markaz-e Sayyidābād;AF;27
1126266;Şayād;AF;33
1126606;Sidqābād;AF;14
1126710;Sāyagaz;AF;28
1126796;Sar-e Tayghān;AF;41
1126884;Sarōbī;AF;13
1126935;Sar Kāṉī;AF;34
1127001;Sarfirāz Kalā;AF;08
1127110;Sar-e Pul;AF;33
1127451;Sar Chakān;AF;07
1127547;Sangīn;AF;10
1127604;Sang-e Māshah;AF;08
1127628;Sang-e Chārak;AF;33
1127664;Sang Atesh;AF;02
1127667;Sangar Sarāy;AF;18
1127768;Aībak;AF;32
1128186;Rū-ye Sang;AF;05
1128239;Rūdbār;AF;19
1128265;Rustāq;AF;26
1128310;Rabāţ-e Sangī-ye Pā’īn;AF;11
1128565;Rāmak;AF;08
1128954;Qurghān;AF;07
1129013;Quchanghī;AF;41
1129077;Qaīşār;AF;07
1129516;Qarqīn;AF;31
1129555;Qarghah’ī;AF;35
1129636;Qarchī Gak;AF;30
1129648;Qarāwul;AF;24
1129678;Qarah Bāgh;AF;11
1129680;Qarah Bāgh;AF;08
1129867;Qala i Naw;AF;02
1129928;Qal‘ah-ye Kūf;AF;01
1129932;Qal‘ah-ye Kuhnah;AF;06
1130065;Qal‘ah-ye Shahr;AF;33
1130131;Qalāt;AF;28
1130132;Qal‘ah-ye Shāhī;AF;18
1130233;Qādis;AF;02
1130469;Pārūn;AF;38
1130490;Pul-e Khumrī;AF;03
1130497;Pul-e ‘Alam;AF;17
1130981;Pasnay;AF;33
1130997;Pāshmūl;AF;23
1131045;Pasāband;AF;09
1131162;Panjāb;AF;05
1131316;Paghmān;AF;13
1131389;Ōmnah;AF;29
1131406;Ōbêh;AF;11
1131462;Uruzgān;AF;39
1131479;Urgun;AF;29
1131591;Nūsay;AF;01
1131625;Nūrgal;AF;34
1131649;Now Zād;AF;10
1131833;Nīlī;AF;41
1132034;Nayak;AF;05
1132046;Nāyak;AF;28
1132127;Now Dahānak;AF;42
1132172;Ōkak;AF;08
1132336;Nāṟay;AF;34
1132344;Narang;AF;34
1132465;Nīkêh;AF;29
1132495;Nahrīn;AF;03
1132550;Ḩukūmat-e Nād ‘Alī;AF;10
1132604;Mūsá Qal‘ah;AF;10
1132770;Bala Murghab;AF;02
1132807;Muqêr;AF;08
1133105;Muḩammad Āghah Wuluswālī;AF;17
1133154;Mīzān ‘Alāqahdārī;AF;28
1133270;Mīr Bachah Kōṯ;AF;13
1133279;Mīrān;AF;27
1133310;Mīrābād;AF;19
1133453;Maymana;AF;07
1133456;Maīdān Khūlah;AF;36
1133544;Mingajik;AF;31
1133574;Mehtar Lām;AF;35
1133616;Mazār-e Sharīf;AF;30
1133657;Māymay;AF;01
1133689;Mutā Khān;AF;29
1133749;Mashhad;AF;01
1133856;Mardīān;AF;31
1133987;Mandōl;AF;38
1134074;Māmā Khēl;AF;18
1134720;Lashkar Gāh;AF;10
1134724;Lāsh-e Juwayn;AF;06
1134762;Larkird;AF;33
1134887;La‘l;AF;09
1135158;Kushk;AF;11
1135427;Rāẕay Balochi;AF;19
1135514;Kōṯowāl;AF;18
1135625;Kushk-e Kuhnah;AF;11
1135656;Kuran wa Munjan;AF;01
1135689;Kunduz;AF;24
1135960;Khōshī;AF;17
1135980;Khōshāmand;AF;29
1136235;Khwājah Ghār;AF;26
1136250;Khwājah Dū Kōh;AF;31
1136354;Deh Khwāhān;AF;01
1136414;Khulbisāt;AF;37
1136442;Khūgyāṉī;AF;23
1136469;Khōst;AF;37
1136575;Khulm;AF;30
1136604;Khudāydād Khēl;AF;05
1136723;Khinjān;AF;03
1136737;Khinj;AF;42
1136863;Khāsh;AF;19
1137079;Khān Neshīn;AF;10
1137121;Khānaqāh;AF;26
1137147;Chahār Bāgh;AF;07
1137148;Khandūd;AF;01
1137160;Khānaqāh;AF;31
1137168;Khanabad;AF;24
1137247;Khamyāb;AF;31
1137359;Khākirān;AF;28
1137548;Kaz̲h̲ah;AF;18
1137745;Kishk-e Nakhūd;AF;23
1137807;Karukh;AF;11
1138321;Kanḏay;AF;34
1138336;Kandahār;AF;23
1138590;Kalān Deh;AF;27
1138636;Kalakān;AF;13
1138657;Kalafgān;AF;26
1138714;Kajrān;AF;41
1138801;Kā’ī;AF;18
1138958;Kabul;AF;13
1139085;Jurm;AF;01
1139335;Jawand;AF;02
1139500;Jānī Khēl;AF;29
1139683;Jalrēz;AF;27
1139715;Jalālābād;AF;18
1139807;Jabal os Saraj;AF;40
1139967;Ḩukūmat-e Shīnkaī;AF;28
1140026;Herāt;AF;11
1140341;Ḩājī Khēl;AF;14
1140433;Ḩāfiz̧ Moghul;AF;01
1140435;Ḩāfiz̧ān;AF;18
1140605;Guz̄arah;AF;11
1140614;Gōshtah;AF;18
1140623;Gōmal Kêlay;AF;29
1140919;‘Alāqahdārī Gēlān;AF;08
1140970;Ghōriyān;AF;11
1141089;Ghormach;AF;02
1141098;Ghurayd Gharamē;AF;01
1141269;Ghazni;AF;08
1141540;Gereshk;AF;10
1141857;Gardez;AF;36
1142170;Fayzabad;AF;01
1142171;Faīẕābād;AF;31
1142172;Fayẕābād;AF;07
1142234;Qal‘ah-ye Fārsī;AF;11
1142239;Farkhār;AF;26
1142264;Farah;AF;06
1142330;Istālif;AF;13
1142404;Eslam Qaleh;AF;11
1142517;Injīl;AF;11
1142545;Imām Şāḩib;AF;24
1142738;Dōshī;AF;03
1142758;Dowlatyār;AF;09
1142761;Dowlat Shāh;AF;35
1142776;Dowlatābād;AF;30
1142777;Dowlatābād;AF;07
1142852;Dū Qal‘ah;AF;06
1142964;Dūāb;AF;32
1143255;Dê Nārkhēl Kêlay;AF;23
1143477;Dehī;AF;32
1143529;Deh-e Şalāḩ;AF;03
1143548;Deh-e Now;AF;13
1143630;Dehdādī;AF;30
1143782;Dwah Manḏay;AF;37
1143814;Dasht-e Qal‘ah;AF;26
1143816;Dasht-e Qal‘ah;AF;06
1143838;Dasht-e Archī;AF;24
1143874;Darzāb;AF;31
1143901;Markaz-e Ḩukūmat-e Darwēshān;AF;10
1144040;Darqad;AF;26
1144121;Darāyim;AF;01
1144166;Dāngām;AF;34
1144185;Ḏanḏar;AF;40
1144559;Ḩukūmatī Dahanah-ye Ghōrī;AF;03
1144905;Tsowkêy;AF;34
1144942;Chīras;AF;33
1145007;Chisht-e Sharīf;AF;11
1145124;Chinār;AF;23
1145128;Chimtāl;AF;30
1145348;Charkh;AF;17
1145352;Charikar;AF;40
1145364;Dowr-e Rabāţ;AF;24
1145417;Tsapêraī;AF;36
1145511;Tsamkanī;AF;36
1145605;Chakaray;AF;13
1145607;Chākarān;AF;01
1145799;Chahār Qal‘ah;AF;08
1145866;Chahār Burj;AF;11
1145897;Chāh Āb;AF;26
1145904;Fayrōz Kōh;AF;09
1146336;Bulōlah;AF;05
1146576;Bal Chirāgh;AF;07
1146694;Bāzār-e Tālah;AF;03
1146822;Muhmand Dara;AF;18
1146911;Būrkah;AF;03
1146979;Barg-e Matāl;AF;38
1147066;Baraki Barak;AF;17
1147118;Banū;AF;03
1147242;Bāmyān;AF;05
1147290;Balkh;AF;30
1147489;Bahārak;AF;01
1147511;Bagrāmī;AF;13
1147540;Baghlān;AF;03
1147851;Ḩukūmatī Azrah;AF;17
1148106;Ārt Khwājah;AF;26
1148114;‘Alāqahdārī Aṯghar;AF;28
1148205;Āsmār;AF;34
1148268;Ashkāsham;AF;01
1148311;Asadābād;AF;34
1148560;Āqchah;AF;31
1148658;Andkhōy;AF;07
1148695;’Unābah;AF;42
1148709;Anār Darah;AF;06
1148792;Amānzī;AF;23
1148863;‘Alāqahdārī-ye Almār;AF;07
1148893;‘Alī Shēr ‘Alāqahdārī;AF;37
1148911;Wuluswālī ‘Alīngār;AF;35
1148939;‘Alī Khēl;AF;36
1149049;‘Alāqahdārī Yōsuf Khēl;AF;29
1149052;‘Alāqahdārī Dīshū;AF;10
1149107;Alah Sāy;AF;14
1149348;Pachīr wa Āgām;AF;18
1149371;Āfāqī;AF;26
1149379;Adraskan;AF;11
1149550;Āb-e Kamarī;AF;02
1348242;Khadīr;AF;41
1349513;Ghulām ‘Alī;AF;40
1349709;Qarah Bāgh Bāzār;AF;13
1349845;Zargarān;AF;13
1349934;Surkh Bilandī;AF;13
1349969;Pul-e Sangī;AF;13
1422873;Langar;AF;32
1423264;Bāgh-e Maīdān;AF;40
1423451;Ibrāhīm Khān;AF;40
1427089;Qaranghū Tōghaī;AF;30
1429434;Bāzārak;AF;42
1429499;Shērwānī-ye Bālā;AF;14
1429521;Kirāmān;AF;42
1434016;‘Alāqahdārī Saṟōbī;AF;29
1435007;Zīṟūk ‘Alāqahdārī;AF;29
1437312;Kushkak;AF;06
1437517;Khayr Kōṯ;AF;29
1448087;Chowṉêy;AF;41
1451863;Wuṯahpūr;AF;34
1452109;Karbōṟī;AF;34
1453103;Sulţānpūr-e ‘Ulyā;AF;18
1453777;Bābā Şāḩib;AF;23
1454590;Chandal Bā’ī;AF;13
1455430;Dahan-e Jarf;AF;40
1456960;Maydanshakhr;AF;27
1459933;Dū Laīnah;AF;09
1464552;Qaram Qōl;AF;07
1464922;Pul-e Ḩişār;AF;03
1465349;Lab-Sar;AF;30
1467349;Ţāqchah Khānah;AF;26
1467433;March;AF;01
1467505;Zīrakī;AF;01
1467976;‘Alīābād;AF;24
1468514;Pas Pul;AF;01
1469237;Qal‘ah-ye Na‘īm;AF;13
1469706;Markaz-e Woluswalī-ye Āchīn;AF;18
1474140;Māṉōgay;AF;34
1476203;Stêr Giyān;AF;29
8534261;Sharan;AF;29
8534687;Salām Khēl;AF;36
12572007;Mazad;AF;19
3576022;Saint John’s;AG;04
3576050;Potters Village;AG;04
3576057;Piggotts;AG;03
3576074;Parham;AG;07
3576144;Liberta;AG;06
3576260;Falmouth;AG;06
3576311;Codrington;AG;01
3576361;Bolands;AG;05
3576397;All Saints;AG;07
3573364;West End Village;AI;11205437
3573374;The Valley;AI;11205396
3573375;The Quarter;AI;11205439
3573378;Farrington;AI;11205444
3573380;Stoney Ground;AI;11205443
3573385;South Hill Village;AI;11205438
3573407;Sandy Ground Village;AI;11205392
3573418;North Side;AI;11205440
3573420;North Hill Village;AI;11205436
3573456;Island Harbour;AI;11205441
3573466;George Hill;AI;11205442
3573473;East End Village;AI;11205433
3573496;Blowing Point Village;AI;11205389
11205445;Sandy Hill;AI;11205393
363200;Xarrë;AL;51
363243;Sarandë;AL;51
363285;Mesopotam;AL;51
363288;Markat;AL;51
363298;Livadhja;AL;51
363320;Konispol;AL;51
363341;Kakavijë;AL;45
363363;Finiq;AL;51
363380;Dhivër;AL;51
363383;Delvinë;AL;51
363409;Aliko;AL;51
781061;Buçimas;AL;46
781110;Zerqan;AL;41
781127;Zavalinë;AL;43
781132;Zapod;AL;47
781139;Zall-Reç;AL;41
781144;Zall-Dardhë;AL;41
781158;Xibër-Murrizë;AL;41
781176;Vreshtas;AL;46
781182;Voskopojë;AL;46
781185;Voskop;AL;46
781212;Vithkuq;AL;46
781213;Vithkuq;AL;45
781250;Vërtop;AL;40
781260;Vergo;AL;51
781269;Vendresha e Vogël;AL;40
781280;Velçan;AL;46
781326;Ujmisht;AL;47
781335;Udënisht;AL;46
781343;Tunjë;AL;43
781376;Tregan;AL;43
781379;Trebisht-Muçinë;AL;41
781382;Trebinjë;AL;46
781405;Topojan;AL;45
781415;Tomin;AL;41
781443;Tepelenë;AL;45
781468;Surroj;AL;47
781472;Sult;AL;43
781481;Sukë;AL;45
781487;Suç;AL;41
781506;Stravaj;AL;43
781521;Steblevë;AL;43
781563;Sllovë;AL;41
781578;Skore;AL;45
781580;Skënderbegas;AL;43
781599;Shushicë;AL;43
781601;Shupenzë;AL;41
781621;Shtiqën;AL;47
781664;Shishtavec;AL;47
781667;Shirgjan;AL;43
781690;Shëngjin;AL;48
781699;Shënmëri;AL;47
781740;Selishtë;AL;41
781763;Saraqinishtë;AL;45
781778;Rukaj;AL;41
781795;Rajcë;AL;43
781862;Qukës-Skënderbe;AL;43
781877;Qestorat;AL;45
781886;Qereshnik;AL;40
781903;Qafëmal;AL;49
781919;Përrenjas-Fshat;AL;43
781920;Përrenjas;AL;43
781924;Proptisht;AL;46
781927;Progër;AL;46
781951;Potom;AL;40
781962;Poroçan;AL;43
781974;Polis-Gostimë;AL;43
781979;Poliçan;AL;40
781986;Pojan;AL;46
781988;Pogradec;AL;46
782035;Pishaj;AL;43
782037;Pirg;AL;46
782048;Gjinkar;AL;45
782049;Petran;AL;45
782061;Peshkopi;AL;41
782070;Përmet;AL;45
782117;Ostreni i Math;AL;41
782131;Orosh;AL;48
782140;Orenjë;AL;43
782155;Odrie;AL;45
782163;Novoselë;AL;46
782169;Picar;AL;45
782248;Mollas;AL;43
782250;Mollas;AL;46
782253;Mollaj;AL;46
782270;Miras;AL;46
782321;Melan;AL;41
782337;Mborje;AL;46
782355;Martanesh;AL;41
782372;Maqellarë;AL;41
782393;Maliq;AL;46
782423;Macukull;AL;41
782443;Lunik;AL;43
782464;Llugaj;AL;47
782498;Lis;AL;41
782500;Liqenas;AL;46
782519;Librazhd;AL;43
782522;Libonik;AL;46
782523;Libohovë;AL;45
782535;Leskovik;AL;46
782544;Leshnjë;AL;40
782560;Lenias;AL;43
782576;Lekas;AL;46
782582;Lazarat;AL;45
782611;Labinot-Mal;AL;43
782612;Labinot-Fushë;AL;43
782622;Kushovë;AL;43
782632;Kurbnesh;AL;48
782658;Kukur;AL;43
782661;Kukës;AL;47
782672;Kthella e Epërme;AL;48
782685;Krumë;AL;47
782756;Korçë;AL;46
782771;Kolsh;AL;47
782791;Kodovjat;AL;43
782806;Klos;AL;41
782807;Klos;AL;43
782843;Këlcyrë;AL;45
782856;Kastriot;AL;41
782868;Kardhiq;AL;45
782906;Kalis;AL;47
782953;Iballë;AL;49
782963;Hotolisht;AL;43
782980;Hoçisht;AL;46
783059;Gramsh;AL;43
783086;Gostimë;AL;43
783111;Golaj;AL;47
783135;Gjorica e Sipërme;AL;41
783148;Gjirokastër;AL;45
783156;Gjinar;AL;43
783158;Gjinaj;AL;47
783163;Gjergjan;AL;43
783170;Gjegjan;AL;49
783205;Fushë-Muhurr;AL;41
783207;Fushë-Lurë;AL;41
783210;Fushë-Çidhnë;AL;41
783212;Fushë-Bulqizë;AL;41
783214;Fushë-Arrëz;AL;49
783231;Frashër;AL;45
783247;Fierzë;AL;49
783254;Fajzë;AL;47
783259;Ersekë;AL;46
783263;Elbasan;AL;43
783300;Drenovë;AL;46
783343;Dishnicë;AL;46
783370;Derjan;AL;41
783384;Gjerbës;AL;40
783408;Çorovodë;AL;40
783412;Çlirim;AL;46
783446;Cerava;AL;46
783450;Çepan;AL;40
783461;Çarshovë;AL;45
783469;Kokaj;AL;47
783479;Buz;AL;45
783489;Bushtricë;AL;47
783493;Burrel;AL;41
783508;Bulqizë;AL;41
783519;Bujan;AL;47
783560;Bradashesh;AL;43
783590;Blinisht;AL;48
783593;Blerim;AL;49
783606;Bilisht;AL;46
783611;Bicaj;AL;47
783629;Dardhas;AL;46
783669;Barmash;AL;46
783695;Ballaban;AL;45
783734;Arrën;AL;47
783739;Arras;AL;41
829569;Bytyç;AL;47
832209;Librazhd-Qendër;AL;43
834294;Funarë;AL;43
865079;Moglicë;AL;46
865098;Bogovë;AL;40
865202;Piskovë;AL;45
2525810;Lukovë;AL;51
2595331;Ksamil;AL;51
3183625;Zharrëz;AL;44
3183646;Zejmen;AL;48
3183653;Zall-Herr;AL;50
3183658;Zall-Bastar;AL;50
3183684;Xhafzotaj;AL;42
3183691;Vukatanë;AL;49
3183700;Vranisht;AL;51
3183708;Vorë;AL;50
3183719;Vlorë;AL;51
3183765;Velipojë;AL;49
3183780;Velabisht;AL;40
3183791;Vaqarr;AL;50
3183809;Uznovë;AL;40
3183814;Ura Vajgurore;AL;40
3183820;Ungrej;AL;48
3183824;Ulëz;AL;41
3183865;Topojë;AL;44
3183875;Tirana;AL;50
3183881;Thumanë;AL;42
3183907;Tërbuf;AL;44
3183928;Tapi;AL;40
3183936;Synej;AL;50
3183945;Sukth;AL;42
3183959;Strum;AL;44
3183966;Starovë;AL;40
3184021;Sinaballaj;AL;50
3184081;Shkodër;AL;49
3184099;Shijak;AL;42
3184101;Shezë;AL;43
3184129;Shënkoll;AL;48
3184136;Shëngjin;AL;48
3184143;Shëngjergj;AL;50
3184167;Shalës;AL;43
3184172;Nicaj-Shalë;AL;49
3184177;Sevaster;AL;51
3184191;Selitë;AL;48
3184193;Valbonë;AL;47
3184197;Selenicë;AL;51
3184220;Samaticë;AL;40
3184230;Ruzhdie;AL;44
3184238;Rubik;AL;48
3184252;Rrogozhinë;AL;50
3184264;Rrëshen;AL;48
3184271;Rrashbull;AL;42
3184276;Rrasa e Sipërme;AL;43
3184283;Rrapë;AL;49
3184290;Roskovec;AL;44
3184316;Remas;AL;44
3184362;Qerret;AL;49
3184374;Qelëz;AL;49
3184388;Pukë;AL;49
3184397;Progonat;AL;45
3184408;Prezë;AL;50
3184417;Poshnje;AL;40
3184420;Portëz;AL;44
3184429;Pobrat;AL;40
3184471;Peza e Madhe;AL;50
3184474;Petrelë;AL;50
3184484;Përparim;AL;43
3184487;Perondi;AL;40
3184497;Peqin;AL;43
3184517;Patos Fshat;AL;44
3184518;Patos;AL;44
3184528;Paskuqan;AL;50
3184538;Papër;AL;43
3184562;Pajovë;AL;43
3184568;Otllak;AL;40
3184575;Orikum;AL;51
3184588;Novoselë;AL;51
3184594;Nikël;AL;42
3184600;Nicaj-Shosh;AL;49
3184606;Ngraçan;AL;44
3184611;Ndroq;AL;50
3184676;Moravë;AL;40
3184702;Milot;AL;48
3184743;Memaliaj;AL;45
3184755;Mbrostar-Urë;AL;44
3184801;Manzë;AL;42
3184806;Mamurras;AL;48
3184808;Maminas;AL;42
3184841;Magjatë;AL;40
3184855;Luzi i Vogël;AL;50
3184862;Lushnjë;AL;44
3184887;Luftinjë;AL;45
3184930;Libofshë;AL;44
3184935;Lezhë;AL;48
3184945;Levan;AL;44
3184969;Lekbibaj;AL;47
3184973;Lekaj;AL;50
3184985;Lapardha Një;AL;40
3185012;Laç;AL;48
3185015;Kutë;AL;44
3185017;Kutalli;AL;40
3185031;Kurjan;AL;44
3185044;Kuman;AL;44
3185060;Kuçovë;AL;40
3185063;Kuç;AL;49
3185069;Kryevidh;AL;50
3185077;Krutja e Poshtme;AL;44
3185082;Krujë;AL;42
3185087;Krrabë;AL;50
3185102;Krahës;AL;45
3185107;Kozarë;AL;40
3185113;Kotë;AL;51
3185133;Koplik;AL;49
3185140;Kombësi;AL;41
3185144;Kolonjë;AL;44
3185148;Kolç;AL;48
3185211;Kavajë;AL;50
3185218;Katundi i Ri;AL;42
3185223;Kastrat;AL;49
3185234;Kashar;AL;50
3185246;Karinë;AL;43
3185251;Karbunara e Vogël;AL;44
3185270;Kamëz;AL;50
3185289;Kallmeti i Madh;AL;48
3185290;Kallmet;AL;50
3185302;Kalenjë;AL;44
3185315;Kajan;AL;43
3185320;Kaçinar;AL;48
3185351;Ishëm;AL;42
3185363;Hysgjokaj;AL;44
3185370;Hot;AL;49
3185377;Himarë;AL;51
3185381;Helmas;AL;50
3185386;Hekal;AL;44
3185389;Havaleas;AL;40
3185398;Hasan;AL;42
3185412;Hajmel;AL;49
3185426;Gurra e Vogël;AL;41
3185431;Guri i Zi;AL;49
3185449;Gruemirë;AL;49
3185465;Greshicë;AL;44
3185469;Grekan;AL;43
3185487;Gradishtë;AL;44
3185491;Gracen;AL;43
3185494;Grabjan;AL;44
3185497;Gosë e Madhe;AL;50
3185507;Çlirim;AL;40
3185514;Goraj;AL;40
3185527;Golem;AL;44
3185567;Gjoçaj;AL;43
3185580;Gjepalaj;AL;42
3185614;Gegë;AL;40
3185637;Fushëkuqe;AL;48
3185638;Fushë-Krujë;AL;42
3185648;Fratar;AL;44
3185652;Frakulla e Madhe;AL;44
3185664;Fier-Shegan;AL;44
3185670;Fier-Çifçi;AL;44
3185672;Fier;AL;44
3185689;Farka e Madhe;AL;50
3185707;Dushnik;AL;40
3185728;Durrës;AL;42
3185746;Duhanas;AL;40
3185766;Drenovicë;AL;40
3185767;Drenovë;AL;44
3185797;Divjakë;AL;44
3185803;Dhërmi;AL;51
3185815;Dërmënas;AL;44
3185823;Vau i Dejës;AL;49
3185843;Dajt;AL;50
3185846;Dajç;AL;49
3185847;Dajç;AL;48
3185860;Cukalat;AL;40
3185862;Cudhi Zall;AL;42
3185897;Cërrik;AL;43
3185925;Cakran;AL;44
3185937;Bushat;AL;49
3185961;Bubullimë;AL;44
3185963;Bubq;AL;42
3185989;Brataj;AL;51
3186068;Bërzhitë;AL;50
3186071;Bërxull;AL;50
3186082;Bërdica e Madhe;AL;49
3186084;Berat;AL;40
3186093;Belsh;AL;43
3186103;Baz;AL;41
3186145;Ballsh;AL;44
3186153;Ballagat;AL;44
3186155;Baldushk;AL;50
3186184;Armen;AL;51
3186196;Aranitas;AL;44
3186208;Allkaj;AL;44
3186211;Allambres;AL;40
3315380;Golem;AL;50
3315384;Balldreni i Ri;AL;48
3343340;Grudë-Fushë;AL;49
3343668;Kodër-Vorë;AL;50
3343744;Fierzë;AL;43
3343819;Lapardha Dy;AL;40
3343829;Dushk;AL;44
3343997;Selitë;AL;44
3344005;Vllahinë;AL;51
7932375;Bajram Curri;AL;47
174703;Zarrit’ap’;AM;10
174704;Zangakatun;AM;02
174706;Goravan;AM;02
174709;Yeghegnavan;AM;02
174710;Yeghegnadzor;AM;10
174713;Vostan;AM;02
174714;Vosketap’;AM;02
174716;Vernashen;AM;10
174717;Verishen;AM;08
174725;Vedi;AM;02
174726;Vayk’;AM;10
174743;Tegh;AM;08
174755;Surenavan;AM;02
174764;Sisavan;AM;02
174769;Shinuhayr;AM;08
174770;Lusarrat;AM;02
174775;Shahumyan;AM;02
174776;Shatin;AM;10
174782;Shaghat;AM;08
174794;Rrind;AM;10
174805;Noyakert;AM;02
174820;Mrgavan;AM;02
174823;Meghri;AM;08
174828;Malishka;AM;10
174849;Khndzoresk;AM;08
174875;Kapan;AM;08
174884;Jermuk;AM;10
174895;Goris;AM;08
174904;Gladzor;AM;10
174907;Getap’;AM;10
174918;Dzorastan;AM;08
174931;Dalar;AM;02
174940;Burastan;AM;02
174941;Akner;AM;08
174942;Brrnakot’;AM;08
174947;Berk’anush;AM;02
174964;Aygezard;AM;02
174965;Aygepat;AM;02
174968;Aygavan;AM;02
174969;Avshar;AM;02
174972;Hats’avan;AM;08
174979;Artashat;AM;02
174980;Yeghegis;AM;10
174983;Armash;AM;02
174984;Areni;AM;10
174991;Ararat;AM;02
174997;Angeghakot’;AM;08
175002;Aghavnadzor;AM;10
175006;Agarakadzor;AM;10
175007;Agarak;AM;08
391233;Aralez;AM;02
612561;Horrom;AM;07
613075;Margara;AM;03
616034;Zovuni;AM;01
616037;Zovaber;AM;05
616039;Zorak;AM;02
616046;Zarr;AM;05
616052;Yerevan;AM;11
616053;Yerazgavors;AM;07
616055;Yeraskhahun;AM;03
616056;Yeranos;AM;04
616060;Yeghegnut;AM;06
616061;Yeghegnut;AM;03
616062;Vagharshapat;AM;03
616065;Yeghvard;AM;05
616071;Voskevaz;AM;01
616072;Voskevan;AM;09
616076;Voskehask;AM;07
616094;Verin Getashen;AM;04
616097;Verin Dvin;AM;02
616100;Verin Artashat;AM;02
616101;Akht’ala;AM;06
616103;Varser;AM;04
616108;Vardenis;AM;04
616109;Vardenik;AM;04
616117;Vahan;AM;04
616119;Vaghashen;AM;04
616120;Vahagni;AM;06
616121;Ushi;AM;01
616123;Urrut;AM;06
616136;Tsovinar;AM;04
616137;Tsovazard;AM;04
616138;Tsovak;AM;04
616139;Tsovagyugh;AM;04
616150;Tsaghkunk’;AM;03
616158;Tsaghkahovit;AM;01
616159;Tsaghkaber;AM;06
616160;Tsaghkadzor;AM;05
616174;Tsovasar;AM;04
616178;Tashir;AM;06
616184;Tandzut;AM;03
616187;T’alin;AM;01
616194;Stepanavan;AM;06
616199;Spitak;AM;06
616202;Spandaryan;AM;07
616208;Alashkert;AM;03
616211;Solak;AM;05
616213;Sis;AM;02
616220;Shnogh;AM;06
616224;Shirak;AM;07
616230;Shenavan;AM;01
616231;Shenavan;AM;03
616250;Sevan;AM;04
616255;Sarukhan;AM;04
